transaction_id,user_id,transaction_amount,transaction_type,transaction_time,location,is_foreign_transaction,device_type,is_new_device,is_new_location,account_age_days,avg_transaction_amount,transactions_last_24h,failed_logins_24h,time_since_last_txn,txn_hour,is_weekend,is_fraud
T0070508,U8057,5091.77,ATM Withdrawal,03-08-2024 06:19,Bangalore,0,Mobile,0,0,2412,4112.54,2,1,1248,6,1,0
T0056700,U6667,5917.26,ATM Withdrawal,11-04-2024 02:26,Bangalore,1,Tablet,0,0,1440,3999.9,3,0,1125,2,0,0
T0009208,U1926,3061.92,UPI,27-06-2024 19:54,Bangalore,0,Mobile,0,0,126,4753.67,2,0,269,19,0,0
T0091459,U10113,1755.1,UPI,12-10-2024 16:08,Delhi,0,Mobile,0,1,1658,2477.73,2,0,1324,16,1,0
T0093673,U10331,4589.57,POS,17-08-2024 17:27,Hyderabad,0,Mobile,0,0,277,4738.62,0,1,1044,17,1,0
T0023476,U3360,5491.51,IMPS,25-10-2024 03:51,Delhi,0,Mobile,0,0,3565,5667.21,3,1,1323,3,0,0
T0059079,U6901,5121.15,ATM Withdrawal,16-12-2024 06:38,Kolkata,0,Mobile,0,0,1322,4630.36,0,0,1393,6,0,0
T0072005,U8206,6319.81,UPI,15-09-2024 04:25,Bangalore,0,Desktop,0,0,893,5389.25,2,0,512,4,1,0
T0008957,U1901,4418.37,POS,05-06-2024 00:24,Kolkata,0,Desktop,0,0,2286,4790.47,2,0,758,0,0,0
T0021348,U3144,4617.98,IMPS,01-09-2024 18:06,Bangalore,0,Mobile,0,0,2182,3144.03,13,0,1,18,1,1
T0021601,U3169,3604.87,NEFT,03-12-2024 18:47,Mumbai,0,Tablet,0,0,255,3683.31,1,0,938,18,0,0
T0010828,U2088,1128.89,POS,04-08-2024 04:27,Kolkata,0,Mobile,0,0,2369,2858.63,2,1,1293,4,1,0
T0078815,U8872,4218.09,UPI,23-10-2024 13:12,Delhi,0,Desktop,0,0,506,5160.34,1,1,631,13,0,0
T0059159,U6910,3800.99,UPI,31-03-2024 17:06,Hyderabad,0,Desktop,0,0,1996,2921.84,3,1,767,17,1,0
T0087062,U9679,145.54,ATM Withdrawal,13-11-2024 10:13,Chennai,0,Mobile,0,0,2044,2017.64,1,1,203,10,0,0
T0065828,U7578,5236.66,UPI,05-05-2024 20:04,Mumbai,0,Desktop,0,0,2750,4134.86,0,0,346,20,1,0
T0085374,U9505,3532.04,UPI,16-01-2024 04:04,Hyderabad,0,Mobile,0,0,1743,4517.81,1,1,146,4,0,0
T0092964,U10258,3288.51,NEFT,23-05-2024 12:23,Kolkata,0,Desktop,0,0,2660,4234.83,4,0,516,12,0,0
T0087040,U9677,2246.43,ATM Withdrawal,25-07-2024 18:22,Bangalore,0,Mobile,0,0,1758,4075.95,2,0,127,18,0,0
T0052904,U6288,4225.98,IMPS,31-12-2024 13:12,Chennai,0,Mobile,0,0,2839,3993.66,3,0,256,13,0,0
T0019676,U2976,2076.52,UPI,31-05-2024 02:18,Bangalore,0,Desktop,0,0,2704,3675.42,6,0,702,2,0,0
T0083896,U9365,4022.44,UPI,02-05-2024 19:22,Hyderabad,0,Mobile,0,0,1671,3252.85,1,0,1414,19,0,0
T0040384,U5036,4303.62,UPI,25-11-2024 11:22,Bangalore,0,Mobile,0,0,376,4512.03,2,0,665,11,0,0
T0002294,U1235,5470.15,UPI,16-12-2024 20:40,Delhi,0,Desktop,0,0,2171,4618.61,12,1,3,20,0,1
T0026233,U3632,1602.69,IMPS,21-09-2024 18:34,Hyderabad,0,Desktop,0,0,1305,3562.93,5,0,926,2,0,1
T0032961,U4307,4851.87,NEFT,26-01-2024 21:37,Kolkata,0,Mobile,0,0,2425,5237.95,3,0,214,21,0,0
T0089973,U9960,2764.5,POS,14-03-2024 21:37,Chennai,0,Tablet,0,0,507,2976.67,1,0,1421,21,0,0
T0091050,U10073,4135.43,IMPS,07-08-2024 03:28,Chennai,0,Mobile,0,0,1064,4506.35,3,0,1337,3,0,0
T0047540,U5743,4634.8,IMPS,08-01-2024 01:52,Kolkata,0,Tablet,0,1,172,3460.04,1,0,145,1,0,0
T0060027,U6999,4443.69,IMPS,11-02-2024 16:13,Delhi,0,Mobile,0,0,1300,3153.72,2,0,248,16,1,0
T0090789,U10045,3081.61,RTGS,12-03-2024 05:11,Delhi,0,Tablet,1,0,753,4433.79,3,0,654,5,0,0
T0067553,U7752,5237.82,UPI,07-01-2024 21:45,Mumbai,0,Desktop,0,0,3482,4876.1,0,0,1106,21,1,0
T0060743,U7069,4931.2,UPI,01-02-2024 13:56,Mumbai,0,Desktop,1,0,480,6578.95,3,0,486,13,0,0
T0070997,U8104,5968.26,IMPS,31-03-2024 20:32,Mumbai,0,Mobile,0,0,2200,6734.61,4,0,374,20,1,0
T0039491,U4949,4626.74,POS,17-04-2024 13:45,Hyderabad,0,Mobile,0,0,835,4062.37,0,1,1267,13,0,0
T0082913,U9273,3198.48,UPI,14-07-2024 11:48,Hyderabad,0,Mobile,0,0,1778,4109.73,3,1,547,11,1,0
T0042841,U5272,6177.92,POS,02-09-2024 16:51,Mumbai,0,Mobile,0,0,2863,5378.86,2,1,195,16,0,0
T0067720,U7768,179.3389353,UPI,19-04-2024 07:52,Chennai,0,Mobile,0,1,1430,3441.91,7,0,585,7,0,1
T0097071,U10687,7992.72,UPI,21-03-2024 17:05,Mumbai,0,Desktop,1,0,581,4045.79,1,0,1353,17,0,1
T0046662,U5653,2343.48,ATM Withdrawal,27-10-2024 15:59,Hyderabad,0,Mobile,0,1,346,4265.41,3,0,622,15,1,0
T0086024,U9573,4575.72,IMPS,04-12-2024 18:09,Kolkata,0,Desktop,0,0,2327,3570.44,1,0,832,18,0,0
T0067370,U7735,2494.92,RTGS,13-12-2024 22:02,Chennai,0,Desktop,0,0,1066,3053.92,1,0,793,1,0,1
T0026962,U3701,3619.03,NEFT,13-11-2024 08:53,Hyderabad,0,Tablet,1,0,1531,3717.65,3,0,48,8,0,0
T0086689,U9637,4352.47,ATM Withdrawal,04-08-2024 17:58,Mumbai,0,Tablet,0,0,3110,4043.97,1,0,324,17,1,0
T0088072,U9775,4384.97,NEFT,10-01-2024 12:14,Kolkata,0,Desktop,0,0,778,2998.53,3,0,704,12,0,0
T0027755,U3785,2797.1,UPI,09-12-2024 17:37,Kolkata,0,Desktop,0,0,2873,3179.2,0,0,1161,17,0,0
T0062308,U7227,3970.69,IMPS,04-01-2024 12:06,Mumbai,0,Mobile,0,0,273,2338.47,2,0,295,12,0,0
T0095286,U10499,3650.1,UPI,06-11-2024 15:06,Chennai,0,Mobile,0,0,955,4492.36,1,0,142,15,0,0
T0098582,U10842,2831.49,RTGS,30-05-2024 02:43,Delhi,0,Mobile,0,0,306,3737.59,1,1,1347,2,0,0
T0075428,U8547,3752.71,UPI,01-07-2024 04:36,Chennai,0,Mobile,0,0,2025,4717.72,0,3,127,4,0,0
T0062025,U7198,2827.39,IMPS,22-03-2024 20:15,Mumbai,0,Mobile,0,0,3173,3581.13,3,0,593,20,0,0
T0038942,U4901,2970.23,UPI,16-02-2024 06:58,Mumbai,0,Mobile,0,0,266,3020.74,2,1,1064,6,0,0
T0028904,U3902,4957.33,IMPS,21-10-2024 17:02,Mumbai,0,Mobile,0,0,1546,4688.98,2,0,998,17,0,0
T0055575,U6552,4644.41,POS,11-03-2024 21:49,Mumbai,0,Tablet,0,0,746,2857.7,2,1,200,21,0,0
T0012834,U2287,4033.69,IMPS,10-03-2024 10:34,Mumbai,0,Mobile,0,0,3029,3285.57,2,1,1220,1,0,1
T0096085,U10583,2934.36,UPI,22-02-2024 17:16,Chennai,0,Mobile,0,0,2015,2609.21,2,0,426,17,0,0
T0031534,U4164,3022.3,POS,27-01-2024 23:40,Bangalore,0,Mobile,0,0,2452,3495.54,1,0,789,23,1,0
T0085997,U9570,3592.86,NEFT,20-04-2024 04:27,Kolkata,0,Desktop,0,0,2565,3338.22,0,0,1025,4,1,0
T0086050,U9575,2917.15,IMPS,28-02-2024 07:48,Delhi,0,Mobile,0,0,448,3905.96,3,1,299,7,0,0
T0015773,U2578,7031.41,UPI,04-03-2024 16:56,Delhi,0,Mobile,0,0,3212,5024.75,2,1,989,16,0,0
T0099973,U10978,402.8328306,IMPS,29-08-2024 12:49,Chennai,0,Mobile,0,1,1525,3095.25,9,0,688,12,0,1
T0050654,U6060,4257.76,POS,21-08-2024 00:42,Hyderabad,0,Mobile,0,0,1119,5095.26,2,0,697,0,0,0
T0007374,U1743,3563.68,IMPS,01-11-2024 18:52,Delhi,0,Mobile,0,0,1783,3303.19,2,0,953,18,0,0
T0033722,U4381,4216.29,ATM Withdrawal,11-05-2024 17:02,Kolkata,0,Mobile,0,0,2039,3838.17,2,1,965,17,1,0
T0035976,U4603,1715.96,NEFT,02-09-2024 19:46,Chennai,0,Mobile,0,0,824,2424.95,0,3,642,19,0,0
T0031665,U4176,6697.75,NEFT,28-04-2024 14:11,Hyderabad,0,Mobile,0,0,868,5486.82,2,0,59,14,1,0
T0019519,U2960,3283.98,IMPS,01-04-2024 07:53,Delhi,0,Mobile,0,0,1004,3035.82,0,1,813,7,0,0
T0057434,U6744,3884.92,UPI,29-03-2024 16:53,Mumbai,0,Mobile,0,0,2305,4127.38,0,1,536,16,0,0
T0006921,U1698,5205.29,IMPS,04-09-2024 14:05,Chennai,0,Mobile,0,1,2515,5698.72,1,0,232,14,0,0
T0000739,U1073,6686.67,IMPS,19-10-2024 01:29,Bangalore,0,Mobile,0,0,2108,5335.05,1,0,1070,1,1,0
T0053245,U6322,2277.55,NEFT,01-06-2024 18:36,Mumbai,0,Mobile,0,0,2831,2640.2,3,0,1046,18,1,0
T0081300,U9114,3205.18,POS,16-12-2024 15:02,Delhi,0,Mobile,0,0,297,2767.86,1,0,529,15,0,0
T0023374,U3350,6100.43,UPI,14-03-2024 03:38,Hyderabad,0,Tablet,0,1,117,4590.34,1,0,552,3,0,0
T0048944,U5890,2360.53,UPI,09-09-2024 10:04,Delhi,0,Mobile,0,0,1084,3037.57,1,1,1231,10,0,0
T0013683,U2375,5176.95,NEFT,31-05-2024 07:58,Delhi,0,Desktop,0,0,3552,3218.72,0,0,1187,7,0,0
T0085782,U9546,2238.69,UPI,06-03-2024 23:42,Mumbai,0,Mobile,0,0,1370,3037.24,2,0,771,23,0,0
T0082743,U9257,3396.33,IMPS,09-03-2024 03:14,Hyderabad,0,Mobile,0,0,1436,3732.51,2,0,940,3,1,0
T0015445,U2543,1377.07,NEFT,17-12-2024 02:53,Chennai,0,Desktop,0,0,3161,2286.1,1,0,743,2,0,0
T0024664,U3481,4846,POS,03-02-2024 16:59,Hyderabad,0,Mobile,0,0,2211,4195.37,3,0,1402,16,1,0
T0012886,U2292,4999.27,IMPS,17-06-2024 11:28,Delhi,0,Mobile,0,0,3214,4659.57,3,0,23,11,0,0
T0031838,U4195,1436.2,IMPS,24-11-2024 23:57,Chennai,0,Tablet,0,0,273,2357.19,4,0,609,23,1,0
T0041169,U5114,11722.98,UPI,04-08-2024 14:59,Delhi,0,Mobile,1,0,3062,5074.86,4,1,307,14,1,1
T0088696,U9836,4999.04,POS,17-04-2024 02:39,Bangalore,1,Mobile,0,0,2608,5185.52,2,0,1074,2,0,0
T0013042,U2307,3908.72,ATM Withdrawal,06-07-2024 15:41,Delhi,1,Mobile,0,0,1198,2590.95,2,0,60,15,1,0
T0070107,U8017,3902.37,NEFT,15-04-2024 11:27,Delhi,0,Mobile,0,0,208,4645.87,1,0,215,11,0,0
T0072352,U8241,2610.09,NEFT,02-08-2024 01:19,Hyderabad,0,Mobile,0,0,1984,3571.91,5,0,1209,1,0,0
T0093495,U10316,4675.39,NEFT,28-09-2024 14:55,Mumbai,0,Mobile,0,0,3405,5403.04,2,1,414,14,1,0
T0026145,U3622,2718.14,UPI,04-11-2024 07:59,Delhi,0,Mobile,0,0,900,1878.48,1,0,1340,7,0,0
T0017678,U2775,2404.04,NEFT,10-04-2024 15:04,Mumbai,0,Mobile,0,0,1222,4244.56,4,0,611,15,0,0
T0092679,U10231,4946.38,RTGS,07-04-2024 00:13,Hyderabad,0,Desktop,0,0,3154,4338.57,2,0,434,0,1,0
T0094303,U10399,4826.14,IMPS,25-03-2024 14:25,Mumbai,0,Mobile,0,0,2098,4150.52,1,0,501,14,0,0
T0055013,U6498,4190.84,IMPS,26-03-2024 06:10,Delhi,0,Mobile,0,0,990,3038.58,1,0,817,6,0,0
T0053343,U6331,3227.32,UPI,10-12-2024 21:36,Kolkata,0,Mobile,0,0,1640,4055.44,2,1,705,21,0,0
T0058423,U6840,4404.02,NEFT,18-07-2024 03:29,Delhi,0,Tablet,1,0,1324,5566.05,2,0,1119,3,0,0
T0075666,U8569,1202.9,UPI,06-05-2024 05:39,Delhi,0,Mobile,0,0,3095,3015.58,1,0,770,5,0,0
T0089791,U9943,2252.2,UPI,16-01-2024 09:52,Chennai,0,Mobile,0,0,2083,710.18,1,0,60,9,0,0
T0051242,U6117,5032.81,UPI,05-01-2024 20:27,Delhi,0,Mobile,0,0,902,5959.19,2,0,491,20,0,0
T0038795,U4885,1774.95,IMPS,23-08-2024 07:55,Bangalore,0,Mobile,0,0,2301,2024.54,3,0,400,7,0,0
T0074320,U8434,9858.68,RTGS,23-03-2024 01:07,Chennai,0,Mobile,1,0,1492,4282.77,2,0,798,1,1,1
T0063993,U7396,5891.54,ATM Withdrawal,14-11-2024 00:18,Kolkata,0,Mobile,0,0,499,5854.41,0,0,1179,0,0,0
T0064883,U7486,5013.79,IMPS,23-01-2024 16:18,Kolkata,0,Mobile,0,0,3528,4110.93,4,1,1242,16,0,0
T0030417,U4054,4378.75,POS,19-06-2024 02:30,Kolkata,0,Mobile,0,0,3435,3767.55,4,0,18,2,0,0
T0080665,U9053,2598.93,UPI,14-03-2024 05:14,Bangalore,0,Mobile,0,0,1193,3619.09,0,0,1304,5,0,0
T0039343,U4934,3698.35,IMPS,06-04-2024 21:29,Mumbai,0,Desktop,0,0,2017,4471.57,2,0,997,21,1,0
T0070628,U8070,2470.59,NEFT,07-01-2024 08:29,Kolkata,0,Mobile,0,1,2740,2856.25,3,2,1156,8,1,0
T0056361,U6631,1539.1,POS,10-12-2024 00:45,Delhi,0,Mobile,0,0,324,2418.41,11,0,2,0,0,1
T0041646,U5158,3285.66,RTGS,15-10-2024 18:49,Mumbai,0,Mobile,0,0,316,4656.07,0,2,958,18,0,0
T0062719,U7268,3422.38,NEFT,03-09-2024 08:07,Kolkata,0,Desktop,0,0,2839,3595.69,13,0,3,8,0,1
T0091161,U10083,3712.24,ATM Withdrawal,25-02-2024 23:57,Bangalore,0,Tablet,1,0,3102,4241.46,5,0,729,23,1,0
T0005539,U1560,5481.135,NEFT,08-09-2024 13:40,Mumbai,1,Mobile,1,1,113,4777,3,0,916,13,1,1
T0000179,U1019,2678.66,UPI,09-08-2024 07:51,Hyderabad,0,Mobile,0,0,2461,3273.11,2,1,758,7,0,0
T0051182,U6112,4147.89,ATM Withdrawal,08-05-2024 07:12,Kolkata,0,Tablet,0,0,762,3219.44,1,0,1179,7,0,0
T0053478,U6345,5213.63,IMPS,01-05-2024 01:08,Bangalore,0,Mobile,0,0,667,5639.21,11,0,2,1,0,1
T0013720,U2379,4219.06,IMPS,22-04-2024 12:13,Bangalore,0,Desktop,1,1,2125,4762.3,1,0,664,12,0,0
T0027353,U3741,2989.89,UPI,10-04-2024 07:44,Delhi,0,Mobile,0,0,2271,2947.32,2,0,1178,7,0,0
T0052085,U6206,4951.62,UPI,16-08-2024 01:26,Chennai,0,Mobile,0,0,148,2604.91,2,0,575,1,0,0
T0021056,U3117,5830.55,RTGS,05-02-2024 08:18,Mumbai,0,Mobile,0,0,640,3629.98,5,2,1385,3,0,1
T0032259,U4237,3266.83,NEFT,29-10-2024 17:30,Bangalore,0,Mobile,0,0,1917,4509,1,0,966,17,0,0
T0068066,U7804,2649.75,IMPS,04-05-2024 10:58,Kolkata,0,Mobile,0,1,1080,2737.86,1,1,866,10,1,0
T0002440,U1251,3797.02,ATM Withdrawal,30-09-2024 04:17,Kolkata,0,Mobile,1,0,3358,3182.62,3,2,891,4,0,1
T0013582,U2365,5468.99,RTGS,21-12-2024 20:32,Chennai,0,Mobile,0,0,1353,4826.69,3,2,76,20,1,0
T0093795,U10345,2736.51,IMPS,17-11-2024 06:03,Delhi,0,Mobile,0,0,2346,3829.07,3,1,807,6,1,0
T0027260,U3730,2874.49,UPI,30-12-2024 22:51,Hyderabad,0,Mobile,0,0,612,2873.29,2,0,932,22,0,0
T0036997,U4709,4874.12,UPI,20-11-2024 21:17,Bangalore,0,Mobile,0,0,668,3181,1,0,243,21,0,0
T0095416,U10513,3128.57,IMPS,04-10-2024 02:23,Kolkata,0,Mobile,0,1,3317,3929.88,3,2,773,2,0,0
T0038290,U4835,4914.77,NEFT,15-09-2024 00:25,Delhi,0,Mobile,0,0,1318,4054.05,2,1,284,0,1,0
T0053616,U6357,4595.04,RTGS,11-07-2024 22:16,Kolkata,0,Mobile,0,0,1971,4765.97,0,0,657,22,0,0
T0022111,U3217,351.2492263,UPI,07-07-2024 05:44,Delhi,1,Mobile,0,1,1313,6076,6,1,1067,5,1,1
T0030358,U4048,3527.97,NEFT,20-04-2024 01:21,Mumbai,0,Mobile,0,0,1148,4936.25,4,0,633,1,1,0
T0082360,U9218,2739.41,NEFT,03-12-2024 07:58,Kolkata,0,Mobile,0,0,1265,3063.75,2,2,127,7,0,0
T0091886,U10153,1795.08,POS,04-03-2024 23:22,Chennai,0,Desktop,0,0,118,3237.86,2,0,1330,23,0,0
T0093353,U10301,5262.68,UPI,16-03-2024 14:08,Chennai,0,Desktop,0,0,433,4178.59,5,0,1436,14,1,0
T0021335,U3143,3453.09,UPI,04-01-2024 06:57,Mumbai,0,Mobile,0,0,3425,4592.32,2,0,829,6,0,0
T0099728,U10954,4549.9,NEFT,20-10-2024 18:21,Kolkata,0,Desktop,0,0,3053,3054.06,2,0,1005,18,1,0
T0068732,U7873,5213.75,UPI,19-07-2024 13:01,Hyderabad,0,Mobile,0,0,284,3694.41,1,1,128,13,0,0
T0080120,U8997,4479.12,UPI,01-04-2024 02:09,Delhi,0,Mobile,0,0,500,3629.24,1,0,1077,2,0,0
T0055088,U6504,5040.95,RTGS,02-01-2024 14:38,Kolkata,0,Desktop,0,0,3644,4889.33,0,0,855,14,0,0
T0042474,U5237,2302.02,RTGS,02-02-2024 05:36,Bangalore,0,Mobile,0,1,2299,3289.62,2,0,1280,5,0,0
T0008479,U1854,3557.29,POS,03-05-2024 07:19,Chennai,0,Desktop,0,0,3620,5101.36,2,0,261,7,0,0
T0067484,U7745,3944.98,ATM Withdrawal,25-08-2024 02:18,Kolkata,0,Mobile,0,1,1040,3154.11,6,2,778,2,1,0
T0078464,U8841,6843.74,IMPS,26-08-2024 05:49,Chennai,0,Mobile,1,0,3017,3464.66,2,0,786,5,0,1
T0059807,U6974,3820.98,ATM Withdrawal,17-07-2024 05:39,Bangalore,0,Mobile,0,0,1578,3386.61,5,0,1421,5,0,0
T0012839,U2288,8113.85,ATM Withdrawal,07-10-2024 12:27,Mumbai,0,Mobile,0,0,1280,6436.88,4,1,1320,12,0,0
T0009986,U2009,2051.55,UPI,30-10-2024 14:41,Hyderabad,0,Mobile,0,0,1979,3122.05,3,2,1414,14,0,0
T0037514,U4760,5615.11,ATM Withdrawal,25-11-2024 02:30,Bangalore,0,Desktop,1,0,2025,5248.8,1,0,763,2,0,0
T0023151,U3328,4836.31,POS,19-04-2024 19:43,Hyderabad,0,Mobile,0,0,1193,4262.68,1,0,1338,19,0,0
T0087688,U9739,4192.7,POS,30-06-2024 23:26,Kolkata,0,Desktop,0,0,3479,4201.51,3,0,291,23,1,0
T0082815,U9264,2485.82,UPI,04-10-2024 02:20,Mumbai,0,Mobile,0,1,2993,2240.69,19,0,4,2,0,1
T0078807,U8872,4742.08,NEFT,19-10-2024 01:54,Delhi,0,Desktop,0,0,506,5160.34,1,0,264,1,1,0
T0089187,U9885,2658.82,POS,28-06-2024 08:06,Hyderabad,0,Tablet,0,1,1510,2091.82,3,0,208,8,0,0
T0088959,U9862,3908.28,RTGS,06-07-2024 00:53,Kolkata,1,Mobile,0,0,2198,3530.32,2,0,893,0,1,0
T0066959,U7691,4775.3,UPI,01-04-2024 07:44,Delhi,0,Mobile,0,0,2296,3960.89,2,1,844,7,0,0
T0043893,U5374,4785.78,RTGS,16-06-2024 02:15,Hyderabad,0,Desktop,0,0,2581,5167.27,3,0,1277,2,1,0
T0070752,U8081,3548.32,NEFT,18-09-2024 14:26,Hyderabad,0,Mobile,0,0,941,4619.44,1,0,599,14,0,0
T0091875,U10152,406.02,RTGS,07-03-2024 21:05,Mumbai,0,Desktop,0,0,385,2072.62,1,0,615,21,0,0
T0033867,U4397,4316.79,ATM Withdrawal,20-12-2024 07:19,Mumbai,0,Desktop,0,1,2919,4324.76,0,0,1316,7,0,0
T0005427,U1548,2734.3,IMPS,02-04-2024 00:59,Mumbai,0,Desktop,1,0,616,4140.36,0,0,921,0,0,0
T0047555,U5744,2378.93,IMPS,02-08-2024 00:08,Delhi,0,Mobile,0,0,1643,1622.86,1,1,531,0,0,0
T0035088,U4515,4234.17,RTGS,24-12-2024 21:30,Mumbai,0,Mobile,0,0,1941,4338.49,2,1,856,21,0,0
T0066049,U7602,6922.44,UPI,27-06-2024 17:53,Hyderabad,0,Mobile,0,0,1474,4334.06,17,0,2,17,0,1
T0043316,U5320,3413.52,UPI,13-01-2024 00:25,Kolkata,0,Mobile,0,0,1270,3895.48,2,1,514,0,1,0
T0074943,U8497,4205.84,IMPS,19-07-2024 06:08,Mumbai,0,Mobile,0,0,2463,3401.27,1,0,701,6,0,0
T0015363,U2536,3115.25,POS,21-08-2024 14:08,Mumbai,0,Desktop,0,0,1325,3645.01,3,0,762,14,0,0
T0074476,U8450,6015.98,NEFT,22-12-2024 17:58,Kolkata,0,Desktop,0,0,195,5268.42,1,0,1135,17,1,0
T0007677,U1776,2573.69,UPI,20-03-2024 15:43,Mumbai,0,Tablet,0,0,2144,2852.67,2,1,189,15,0,0
T0039848,U4983,4928.93,UPI,29-12-2024 08:24,Delhi,0,Mobile,0,0,3443,4516.08,6,0,190,8,1,0
T0013437,U2351,3692.75,POS,27-07-2024 06:15,Kolkata,0,Desktop,0,0,2252,4152.57,1,1,7,6,1,0
T0012145,U2220,6010.03,NEFT,08-04-2024 16:57,Bangalore,0,Desktop,0,0,1456,5206.98,1,2,1263,16,0,0
T0078107,U8808,7314.12,NEFT,20-10-2024 04:35,Delhi,0,Desktop,0,0,1492,5562.35,4,0,1099,4,1,0
T0098914,U10874,8424.51,ATM Withdrawal,04-08-2024 11:05,Bangalore,0,Mobile,0,0,3028,6863.73,1,1,292,11,1,0
T0070404,U8046,5643.69,UPI,07-09-2024 12:32,Hyderabad,0,Desktop,0,0,1073,5295.3,1,0,1257,12,1,0
T0087512,U9721,3335.79,UPI,09-10-2024 22:56,Kolkata,0,Tablet,0,1,3548,3939.66,4,1,1125,22,0,0
T0016240,U2626,4164.77,ATM Withdrawal,20-07-2024 06:55,Delhi,0,Desktop,0,0,428,2927.45,0,0,74,6,1,0
T0036741,U4683,4149.44,UPI,24-10-2024 06:59,Delhi,0,Desktop,0,0,1193,3433.33,0,0,1299,6,0,0
T0081348,U9119,3816.14,ATM Withdrawal,16-03-2024 07:48,Mumbai,0,Desktop,0,0,3373,3389.66,2,0,117,7,1,0
T0073588,U8362,3704.85,UPI,18-08-2024 12:13,Kolkata,0,Tablet,0,0,2384,3744.17,3,0,920,12,1,0
T0032457,U4256,6377.82,RTGS,03-10-2024 11:48,Mumbai,0,Tablet,0,0,1196,4517.97,1,1,129,11,0,0
T0083706,U9347,3360.05,UPI,03-06-2024 04:44,Mumbai,0,Mobile,1,0,3226,2723.22,6,0,1115,4,0,0
T0066047,U7602,1661.2,UPI,26-06-2024 15:18,Hyderabad,0,Mobile,0,0,1474,4334.06,3,0,64,15,0,0
T0010451,U2051,187.5002587,NEFT,13-01-2024 08:41,Mumbai,0,Tablet,0,1,1655,5111.85,8,0,338,8,1,1
T0027283,U3733,398.7998723,RTGS,29-10-2024 14:26,Chennai,0,Mobile,0,1,2228,4609.14,8,0,1219,14,0,1
T0085592,U9527,3034.38,NEFT,25-06-2024 18:35,Mumbai,0,Mobile,0,0,3275,4111.08,3,0,70,18,0,0
T0066385,U7633,3603.04,IMPS,15-11-2024 01:15,Chennai,1,Mobile,0,0,2390,3983.36,2,0,1330,1,0,0
T0085429,U9509,2921.8,IMPS,10-09-2024 13:42,Kolkata,0,Tablet,0,0,1216,4029.39,4,1,737,13,0,0
T0003968,U1405,2419.55,POS,29-05-2024 01:53,Bangalore,0,Desktop,1,0,230,3178,4,0,570,1,0,0
T0066088,U7606,4191.05,UPI,06-04-2024 11:01,Kolkata,0,Tablet,0,0,2580,4234.86,1,1,148,11,1,0
T0085139,U9482,10,UPI,28-09-2024 04:19,Kolkata,0,Mobile,0,1,665,1417.39,1,0,760,4,1,0
T0046455,U5631,3545,ATM Withdrawal,10-07-2024 19:11,Delhi,0,Mobile,0,0,1139,4278.67,1,0,1399,19,0,0
T0011479,U2153,4592.55,NEFT,14-05-2024 21:03,Mumbai,0,Mobile,0,0,3038,3741.31,4,0,347,21,0,0
T0092182,U10184,3128.74,NEFT,27-02-2024 23:49,Hyderabad,0,Mobile,0,0,3086,4595.64,0,0,315,23,0,0
T0033518,U4362,4774.24,IMPS,29-02-2024 11:30,Hyderabad,0,Mobile,0,0,2626,4861.64,5,0,1222,11,0,0
T0098164,U10795,2624.69,UPI,15-12-2024 16:17,Kolkata,0,Desktop,0,0,2298,3926.15,1,2,220,16,1,0
T0051081,U6103,3177.9,POS,06-10-2024 17:55,Chennai,0,Mobile,0,0,370,2868.52,2,1,1189,17,1,0
T0020627,U3076,5518.63,UPI,12-11-2024 03:15,Chennai,0,Mobile,0,0,3154,4544.3,1,1,353,3,0,0
T0089790,U9942,2742.31,IMPS,02-06-2024 02:17,Kolkata,0,Mobile,0,0,411,3798.26,1,0,771,2,1,0
T0006953,U1701,2500.9,UPI,18-09-2024 00:17,Hyderabad,0,Mobile,0,0,404,2670.17,1,1,938,0,0,0
T0046855,U5673,5088.97,UPI,08-05-2024 23:47,Bangalore,0,Mobile,0,0,1393,4196.8,3,1,368,23,0,0
T0056461,U6641,4480.8,RTGS,21-10-2024 04:06,Delhi,0,Mobile,0,0,2340,5231.58,1,1,378,4,0,0
T0090821,U10049,6088.97,POS,15-04-2024 17:37,Hyderabad,0,Desktop,0,0,787,5009.74,1,0,1095,17,0,0
T0099525,U10934,5932.15,RTGS,14-01-2024 09:09,Chennai,0,Desktop,0,0,1921,4666.1,0,1,326,9,1,0
T0011290,U2135,2397.23,NEFT,20-05-2024 17:00,Bangalore,0,Desktop,0,0,1930,4002.47,1,0,150,17,0,0
T0040905,U5086,4887.01,NEFT,04-04-2024 14:09,Mumbai,0,Mobile,0,0,1299,3980.93,0,1,1391,14,0,0
T0008542,U1860,5322.83,ATM Withdrawal,31-05-2024 22:47,Hyderabad,0,Mobile,0,0,1724,4581.6,2,1,302,22,0,0
T0034335,U4445,3312.12,UPI,31-05-2024 10:10,Kolkata,0,Tablet,0,0,1540,3032.18,0,0,497,10,0,0
T0059370,U6932,4166.2,IMPS,09-11-2024 15:15,Mumbai,0,Tablet,0,1,3355,3614.47,2,0,594,15,1,0
T0064438,U7441,3904.66,POS,27-01-2024 16:01,Kolkata,0,Mobile,0,0,866,1712.58,0,0,1247,16,1,0
T0024356,U3449,2609.05,UPI,17-10-2024 02:57,Delhi,0,Desktop,0,0,2050,4117.56,2,0,231,2,0,0
